word,phonetic,pos,def,example,syn,ant,tags,premium,stub
Beset,,word,A vocabulary term from the group: Troubled.,"She underlined beset while reviewing the ""Troubled"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Bewilder,,word,Confused or bewildered.,"In the ""Confused / taken aback"" word cluster, bewilder helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Bigot,,word,A vocabulary term from the group: Biased / partial.,"She underlined bigot while reviewing the ""Biased / partial"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Bizarre,,word,A vocabulary term from the group: Illogical / strange.,"She underlined bizarre while reviewing the ""Illogical / strange"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Bland,,word,A vocabulary term from the group: Boring / dull.,"She underlined bland while reviewing the ""Boring / dull"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Blandishment,,noun,"A person, thing, or quality related to: Persuade with flattery.",Reviewers blandishment the author for turning complex ideas into clear prose.,,,GRE|GMAT|IELTS,false,false
Blasphemy,,adjective,Describing something related to: Disrespecting sacred things.,"She underlined blasphemy while reviewing the ""Disrespecting sacred things"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Blatant,,adjective,Describing something related to: Hint / indirect reference.,"In the ""Hint / indirect reference"" word cluster, blatant helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Bleak,,word,"Marked by sadness, sorrow, or grief.",Rain against the window added to the bleak atmosphere of the scene.,,,GRE|GMAT|IELTS,false,false
Blemish,,adjective,Describing something related to: Spotted / stained.,"In the ""Spotted / stained"" word cluster, blemish helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Blight,,word,A vocabulary term from the group: Harmful / curse.,"In the ""Harmful / curse"" word cluster, blight helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Blithe,,word,A vocabulary term from the group: Disrespectfully casual / non-serious.,"In the ""Disrespectfully casual / non-serious"" word cluster, blithe helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Bolster,/ˈbəʊl.stər/,verb,Support or strengthen.,New data helped bolster the scientist's central claim.,"reinforce,fortify","undermine,weaken",GRE|GMAT,false,false
Boon,,word,A vocabulary term from the group: Harmful / curse.,"In the ""Harmful / curse"" word cluster, boon helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Braggart,,word,A vocabulary term from the group: Overly proud (−).,"In the ""Overly proud (−)"" word cluster, braggart helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Brandish,,adjective,Describing something related to: Show - off (−).,"She underlined brandish while reviewing the ""Show - off (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Brazen,,verb,Showing courage or bravery in the face of difficulty.,"In the ""Disrespectfully bold (−)"" word cluster, brazen helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Breach,,word,"A temporary pause, break, or gap in continuity.","She underlined breach while reviewing the ""Break a rule"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Brevity,,noun,"A person, thing, or quality related to: Speak less / few words.",The witness remained brevity until the lawyer asked a direct question.,,,GRE|GMAT|IELTS,false,false
Bridle,,word,A vocabulary term from the group: Restrain / x set free.,"In the ""Restrain / x set free"" word cluster, bridle helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Bromide,,word,A vocabulary term from the group: Ordinary / unoriginal (−).,"In the ""Ordinary / unoriginal (−)"" word cluster, bromide helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Browse,,word,A vocabulary term from the group: Examine carefully.,"In the ""Examine carefully"" word cluster, browse helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Brush,,word,A vocabulary term from the group: Disregard.,"In the ""Disregard"" word cluster, brush helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Bucolic,,adjective,Describing something related to: Village-like.,"She underlined bucolic while reviewing the ""Village-like"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Buoyant,,adjective,Describing something related to: Optimistic.,"In the ""Optimistic"" word cluster, buoyant helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Burgeon,/ˈbɜː.dʒən/,verb,Begin to grow rapidly.,The team hoped the policy would burgeon the problem over time.,"flourish,expand","shrink,wither",GRE,false,false
Burnished,,word,A vocabulary term from the group: Shining.,"In the ""Shining"" word cluster, burnished helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Buttress,/ˈbʌt.rəs/,verb,Support or strengthen.,New data helped buttress the scientist's central claim.,"bolster,reinforce","undermine,weaken",GRE,false,false
Cacophony,/kəˈkɒf.ə.ni/,noun,A harsh mixture of sounds.,The passage defines cacophony as a harsh mixture of sounds.,"discord,dissonance","harmony,melody",GRE,false,false
Cajole,/kəˈdʒəʊl/,verb,Persuade with flattery.,Leaders met to decide how best to cajole the dispute.,"coax,wheedle","dissuade,repel",GRE,false,false
Calamitous,,adjective,Describing something related to: Disaster.,"In the ""Disaster"" word cluster, calamitous helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Calculated,,word,A vocabulary term from the group: Planned / x spontaneous.,"In the ""Planned / x spontaneous"" word cluster, calculated helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Callous,/ˈkæl.əs/,adjective,Showing cruel disregard.,The situation seemed callous to anyone who read the full report.,"heartless,insensitive","compassionate,sensitive",GRE,false,false
Camouflage,,noun,"A person, thing, or quality related to: Hide / cover / disguise.","In the ""Hide / cover / disguise"" word cluster, camouflage helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Candid,/ˈkæn.dɪd/,adjective,Truthful and straightforward.,"Critics called the proposal candid, noting that it was truthful and straightforward.","frank,honest","deceptive,evasive",GRE|GMAT,false,false
Candor,,noun,"Honest, truthful, and straightforward.",A candor apology can repair trust faster than a clever excuse.,,,GRE|GMAT|IELTS,false,false
Canons,,word,A vocabulary term from the group: Rule / principle / law.,"In the ""Rule / principle / law"" word cluster, canons helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Cantankerous,,adjective,"Full of anger, rage, or irritation.","In the ""Irritable"" word cluster, cantankerous helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Capacious,,adjective,Describing something related to: Huge / big.,"In the ""Huge / big"" word cluster, capacious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Capitulate,,verb,"Give up, abandon, or stop pursuing something.","In the ""To defeat / # surrender"" word cluster, capitulate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Capricious,/kəˈprɪʃ.əs/,adjective,Given to sudden changes.,"In context, the word capricious means given to sudden changes.","fickle,unpredictable","steady,constant",GRE,false,false
Captious,,adjective,Describing something related to: Complain · Low degree.,The coach took a moment to captious the team for its hard work.,,,GRE|GMAT|IELTS,false,false
Captivate,,verb,To act in a way related to the idea of: Attract / fascinate.,"She underlined captivate while reviewing the ""Attract / fascinate"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Castigate,/ˈkæs.tɪ.ɡeɪt/,verb,Reprimand severely.,Leaders met to decide how best to castigate the dispute.,"berate,chastise","praise,commend",GRE,false,false
Catastrophe,,word,A vocabulary term from the group: Disaster.,"In the ""Disaster"" word cluster, catastrophe helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Categorical,,adjective,Describing something related to: Sure / certain / x conditional.,"In the ""Sure / certain / x conditional"" word cluster, categorical helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Catharsis,,word,A vocabulary term from the group: Get rid of / cleanse.,"In the ""Get rid of / cleanse"" word cluster, catharsis helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Caustic,/ˈkɔː.stɪk/,adjective,Sarcastic in a scathing way.,"Critics called the proposal caustic, noting that it was sarcastic in a scathing way.","biting,acerbic","mild,gentle",GRE,false,false
Cavalier,,word,A vocabulary term from the group: Overly proud (−).,"She underlined cavalier while reviewing the ""Overly proud (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Caveat,,word,A vocabulary term from the group: Cautious / careful / x risky.,"In the ""Cautious / careful / x risky"" word cluster, caveat helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Cease,,word,At the final stage; concluding.,"She underlined cease while reviewing the ""End / stop"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Cede,,verb,"Give up, abandon, or stop pursuing something.","She underlined cede while reviewing the ""Give up"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Censure,/ˈsen.ʃər/,verb,Express severe disapproval.,Constant interruptions began to censure her confidence on stage.,"condemn,rebuke","praise,approve",GRE,false,false
Cerebral,,adjective,Describing something related to: Detailed knowledge / intellectual.,"In the ""Detailed knowledge / intellectual"" word cluster, cerebral helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Certitude,,word,A vocabulary term from the group: Sure / certain / x conditional.,"She underlined certitude while reviewing the ""Sure / certain / x conditional"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Cessation,,noun,At the final stage; concluding.,"She underlined cessation while reviewing the ""End / stop"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Chagrin,,word,"Full of anger, rage, or irritation.","In the ""Irritable"" word cluster, chagrin helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Champion,,word,A vocabulary term from the group: Supporter / x enemy.,"She underlined champion while reviewing the ""Supporter / x enemy"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Chasm,,word,A vocabulary term from the group: Split / gap.,"In the ""Split / gap"" word cluster, chasm helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Chastise,,verb,Belonging to an earlier time; old or outdated.,Editorials began to chastise the mayor for ignoring early warnings.,,,GRE|GMAT|IELTS,false,false
Check,,word,A vocabulary term from the group: Restrict / stop / prevent.,"In the ""Restrict / stop / prevent"" word cluster, check helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Chivalry,,adjective,Showing courage or bravery in the face of difficulty.,"In the ""Brave"" word cluster, chivalry helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Chronic,,adjective,At the final stage; concluding.,"In the ""Never ending / non stop"" word cluster, chronic helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Chronicle,,word,A vocabulary term from the group: Arranged in time.,"She underlined chronicle while reviewing the ""Arranged in time"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Chronological,,adjective,Describing something related to: Arranged in time.,"In the ""Arranged in time"" word cluster, chronological helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Circuitous,,adjective,Describing something related to: Having twists / turns / complex.,Colleagues circuitous her calm leadership during the merger.,,,GRE|GMAT|IELTS,false,false
Circumscribe,,word,A vocabulary term from the group: Restrain / x set free.,"She underlined circumscribe while reviewing the ""Restrain / x set free"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Circumspect,,word,A vocabulary term from the group: Cautious / careful / x risky.,"In the ""Cautious / careful / x risky"" word cluster, circumspect helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Circumvent,,adjective,Describing something related to: Avoid / dodge.,"In the ""Avoid / dodge"" word cluster, circumvent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Cite,,word,A vocabulary term from the group: Hint / indirect reference.,"She underlined cite while reviewing the ""Hint / indirect reference"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Clamor,,noun,"A person, thing, or quality related to: Overly noisy (−).","In the ""Overly noisy (−)"" word cluster, clamor helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Clandestine,,adjective,Describing something related to: Secret (−).,"In the ""Secret (−)"" word cluster, clandestine helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
